0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127
0.8128599,0.98637617,-1.1022465,0.8991239,0.55110943,-1.127696,1.0409006,-1.1427239,0.3612845,-1.1101353,-1.3248686,-1.1114074,1.0238297,0.91949004,0.56750304,0.98527527,-0.97267973,0.5701553,-0.5562707,0.8258585,-0.7072639,0.5882281,0.6431409,0.7512345,-1.1998556,0.5394574,-0.9964615,0.97338766,1.0272881,1.1713473,-0.7108482,1.2008343,-0.85580397,-0.30108133,0.6474935,0.9122099,1.1299019,-0.575266,1.1543374,-0.8321656,0.72953045,-1.2422631,0.6680998,-1.1668468,-1.0173583,-1.0058761,-1.1246667,0.9303264,1.1148329,1.2229695,0.9990443,-0.9476873,1.0331827,-1.033542,1.1853547,0.9373363,-0.984547,0.43178472,0.7565681,0.8332986,-0.8202672,0.92501915,-1.1084291,-1.135134,0.79486746,0.65653396,0.5924894,0.76682717,0.8640917,-1.1775709,-1.1354396,0.86052436,0.482535,-1.1253768,-1.0035459,0.87096393,-0.9835651,1.0754172,-1.0867413,0.36350545,-1.2133538,-0.14359489,0.9471272,-0.8170189,-0.41934264,-0.5237026,-0.835072,-0.68164676,-1.1035438,-0.91750735,0.9578113,0.8406811,-0.9363894,0.8865338,-1.0487986,-1.1243972,0.8773485,-0.635403,0.9169964,0.89919883,0.8077533,1.2525676,0.9237185,-1.1279417,-0.80131626,0.95579284,0.8875665,-1.0143163,-1.0409248,1.100575,0.68998,0.9851296,-0.9239105,0.7940954,-0.89301366,-1.081129,-1.0565891,-1.0676444,-1.0084872,0.9736662,-0.81771415,1.0036789,-0.73936605,-1.0511076,0.594258,-1.2320124,-0.8262667,-0.8242605
