P;N;B;R;Q;K;p;n;b;r;q;k;score;draw;fen
34364104960;0;786432;3;0;16384;54053254341853184;70368744177664;2251799813685248;1224979098644774912;0;9007199254740992;-175;0;r3r3/3b1kpp/p2p2n1/1ppP1p2/8/1PBB2P1/P4PKP/RR6 w - - 0 26
34380881920;0;786432;3;0;16384;54053254341853184;70368744177664;2251799813685248;1224979098644774912;0;9007199254740992;233;0;r3r3/3b1kpp/p2p2n1/1ppP1p2/P7/1PBB2P1/5PKP/RR6 b - - 0 26
34380881920;0;786432;3;0;16384;54053245785473024;70368744177664;2251799813685248;1224979098644774912;0;9007199254740992;-161;0;r3r3/3b1kpp/p2p2n1/2pP1p2/Pp6/1PBB2P1/5PKP/RR6 w - - 0 27
34380881920;0;526336;3;0;16384;54053245785473024;70368744177664;2251799813685248;1224979098644774912;0;9007199254740992;237;0;r3r3/3b1kpp/p2p2n1/2pP1p2/Pp6/1P1B2P1/3B1PKP/RR6 b - - 1 27
34380881920;0;526336;3;0;16384;54052150568812544;70368744177664;2251799813685248;1224979098644774912;0;9007199254740992;-168;0;r3r3/3b1kpp/3p2n1/p1pP1p2/Pp6/1P1B2P1/3B1PKP/RR6 w - - 0 28
34917744640;0;526336;3;0;16384;54052150568812544;70368744177664;2251799813685248;1224979098644774912;0;9007199254740992;325;0;r3r3/3b1kpp/3p2n1/p1pP1p2/Pp3P2/1P1B2P1/3B2KP/RR6 b - - 0 28
34917744640;0;526336;3;0;16384;54052150568812544;4503599627370496;2251799813685248;1224979098644774912;0;9007199254740992;-300;0;r3r3/3bnkpp/3p4/p1pP1p2/Pp3P2/1P1B2P1/3B2KP/RR6 w - - 1 29
34917744640;0;67110912;3;0;16384;54052150568812544;4503599627370496;2251799813685248;1224979098644774912;0;9007199254740992;330;0;r3r3/3bnkpp/3p4/p1pP1p2/PpB2P2/1P4P1/3B2KP/RR6 b - - 2 29
34917744640;0;67110912;3;0;16384;54052150568812544;4611686018427387904;2251799813685248;1224979098644774912;0;9007199254740992;-258;0;r3r1n1/3b1kpp/3p4/p1pP1p2/PpB2P2/1P4P1/3B2KP/RR6 w - - 3 30
34917744640;0;67110912;17;0;16384;54052150568812544;4611686018427387904;2251799813685248;1224979098644774912;0;9007199254740992;286;0;r3r1n1/3b1kpp/3p4/p1pP1p2/PpB2P2/1P4P1/3B2KP/R3R3 b - - 4 30
34917744640;0;67110912;17;0;16384;54052150568812544;35184372088832;2251799813685248;1224979098644774912;0;9007199254740992;-278;0;r3r3/3b1kpp/3p1n2/p1pP1p2/PpB2P2/1P4P1/3B2KP/R3R3 w - - 5 31
34917744640;0;67110912;1152921504606846977;0;16384;54052150568812544;35184372088832;2251799813685248;72057594037927936;0;9007199254740992;306;0;r3R3/3b1kpp/3p1n2/p1pP1p2/PpB2P2/1P4P1/3B2KP/R7 b - - 0 31
34917744640;0;67110912;1;0;16384;54052150568812544;35184372088832;2251799813685248;1152921504606846976;0;9007199254740992;-267;0;4r3/3b1kpp/3p1n2/p1pP1p2/PpB2P2/1P4P1/3B2KP/R7 w - - 0 32
34917744640;0;67110912;16;0;16384;54052150568812544;35184372088832;2251799813685248;1152921504606846976;0;9007199254740992;402;0;4r3/3b1kpp/3p1n2/p1pP1p2/PpB2P2/1P4P1/3B2KP/4R3 b - - 1 32
34917744640;0;67110912;0;0;16384;54052150568812544;35184372088832;2251799813685248;16;0;9007199254740992;-404;0;8/3b1kpp/3p1n2/p1pP1p2/PpB2P2/1P4P1/3B2KP/4r3 w - - 0 33
34917744640;0;67108880;0;0;16384;54052150568812544;35184372088832;2251799813685248;0;0;9007199254740992;443;0;8/3b1kpp/3p1n2/p1pP1p2/PpB2P2/1P4P1/6KP/4B3 b - - 0 33
34917744640;0;67108880;0;0;16384;54052150568812544;35184372088832;288230376151711744;0;0;9007199254740992;-442;0;2b5/5kpp/3p1n2/p1pP1p2/PpB2P2/1P4P1/6KP/4B3 w - - 1 34
34917744640;0;67108880;0;0;8192;54052150568812544;35184372088832;288230376151711744;0;0;9007199254740992;455;0;2b5/5kpp/3p1n2/p1pP1p2/PpB2P2/1P4P1/5K1P/4B3 b - - 2 34
34917744640;0;67108880;0;0;8192;54052150568812544;35184372088832;562949953421312;0;0;9007199254740992;-445;0;8/1b3kpp/3p1n2/p1pP1p2/PpB2P2/1P4P1/5K1P/4B3 w - - 3 35
34917744640;0;67108880;0;0;1048576;54052150568812544;35184372088832;562949953421312;0;0;9007199254740992;464;0;8/1b3kpp/3p1n2/p1pP1p2/PpB2P2/1P2K1P1/7P/4B3 b - - 4 35
558006272;0;67108880;0;0;1048576;54052150568812544;35184372088832;34359738368;0;0;9007199254740992;-458;0;8/5kpp/3p1n2/p1pb1p2/PpB2P2/1P2K1P1/7P/4B3 w - - 0 36
558006272;0;524304;0;0;1048576;54052150568812544;35184372088832;34359738368;0;0;9007199254740992;528;0;8/5kpp/3p1n2/p1pb1p2/Pp3P2/1P1BK1P1/7P/4B3 b - - 1 36
557875200;0;524304;0;0;1048576;54052150568812544;35184372088832;131072;0;0;9007199254740992;-524;0;8/5kpp/3p1n2/p1p2p2/Pp3P2/1b1BK1P1/7P/4B3 w - - 0 37
557875200;0;137438953488;0;0;1048576;54052013129859072;35184372088832;131072;0;0;9007199254740992;533;0;8/5kpp/3p1n2/p1p2B2/Pp3P2/1b2K1P1/7P/4B3 b - - 0 37
541097984;0;137438953488;0;0;1048576;54052013129859072;35184372088832;16777216;0;0;9007199254740992;-532;0;8/5kpp/3p1n2/p1p2B2/bp3P2/4K1P1/7P/4B3 w - - 0 38
541097984;0;137438953488;0;0;524288;54052013129859072;35184372088832;16777216;0;0;9007199254740992;546;0;8/5kpp/3p1n2/p1p2B2/bp3P2/3K2P1/7P/4B3 b - - 1 38
541097984;0;137438953488;0;0;524288;54052013129859072;35184372088832;8589934592;0;0;9007199254740992;-538;0;8/5kpp/3p1n2/pbp2B2/1p3P2/3K2P1/7P/4B3 w - - 2 39
541097984;0;137438953488;0;0;1024;54052013129859072;35184372088832;8589934592;0;0;9007199254740992;546;0;8/5kpp/3p1n2/pbp2B2/1p3P2/6P1/2K4P/4B3 b - - 3 39
541097984;0;137438953488;0;0;1024;54052013129859072;35184372088832;4398046511104;0;0;9007199254740992;-547;0;8/5kpp/2bp1n2/p1p2B2/1p3P2/6P1/2K4P/4B3 w - - 4 40
541097984;0;137438961664;0;0;1024;54052013129859072;35184372088832;4398046511104;0;0;9007199254740992;564;0;8/5kpp/2bp1n2/p1p2B2/1p3P2/6P1/2K2B1P/8 b - - 5 40
541097984;0;137438961664;0;0;1024;54052013129859072;35184372088832;268435456;0;0;9007199254740992;-563;0;8/5kpp/3p1n2/p1p2B2/1p2bP2/6P1/2K2B1P/8 w - - 6 41
541097984;0;268443648;0;0;1024;54052013129859072;35184372088832;0;0;0;9007199254740992;577;0;8/5kpp/3p1n2/p1p5/1p2BP2/6P1/2K2B1P/8 b - - 0 41
541097984;0;8192;0;0;1024;54052013129859072;268435456;0;0;0;9007199254740992;-574;0;8/5kpp/3p4/p1p5/1p2nP2/6P1/2K2B1P/8 w - - 0 42
541097984;0;1048576;0;0;1024;54052013129859072;268435456;0;0;0;9007199254740992;588;0;8/5kpp/3p4/p1p5/1p2nP2/4B1P1/2K4P/8 b - - 1 42
541097984;0;1048576;0;0;1024;54043251396575232;268435456;0;0;0;9007199254740992;-576;0;8/5kpp/8/p1pp4/1p2nP2/4B1P1/2K4P/8 w - - 0 43
541097984;0;1048576;0;0;524288;54043251396575232;268435456;0;0;0;9007199254740992;691;0;8/5kpp/8/p1pp4/1p2nP2/3KB1P1/7P/8 b - - 1 43
541097984;0;1048576;0;0;524288;54043251396575232;268435456;0;0;0;17592186044416;-581;0;8/6pp/4k3/p1pp4/1p2nP2/3KB1P1/7P/8 w - - 2 44
1610645504;0;1048576;0;0;524288;54043251396575232;268435456;0;0;0;17592186044416;633;0;8/6pp/4k3/p1pp4/1p2nPP1/3KB3/7P/8 b - - 0 44
1610645504;0;1048576;0;0;524288;36099221631270912;268435456;0;0;0;17592186044416;-579;0;8/7p/4k1p1/p1pp4/1p2nPP1/3KB3/7P/8 w - - 0 45
3758096384;0;1048576;0;0;524288;36099221631270912;268435456;0;0;0;17592186044416;611;0;8/7p/4k1p1/p1pp4/1p2nPPP/3KB3/8/8 b - - 0 45
3758096384;0;1048576;0;0;524288;36099204518510592;268435456;0;0;0;17592186044416;-596;0;8/7p/4k1p1/p2p4/1pp1nPPP/3KB3/8/8 w - - 0 46
3758096384;0;1048576;0;0;134217728;36099204518510592;268435456;0;0;0;17592186044416;690;0;8/7p/4k1p1/p2p4/1ppKnPPP/4B3/8/8 b - - 1 46
3758096384;0;1048576;0;0;134217728;36099204451663872;268435456;0;0;0;17592186044416;-616;0;8/7p/4k1p1/p2p4/1p1KnPPP/2p1B3/8/8 w - - 0 47
3758096384;0;4;0;0;134217728;36099204451663872;268435456;0;0;0;17592186044416;755;0;8/7p/4k1p1/p2p4/1p1KnPPP/2p5/8/2B5 b - - 1 47
3758096384;0;4;0;0;134217728;36099204451663872;2048;0;0;0;17592186044416;-609;0;8/7p/4k1p1/p2p4/1p1K1PPP/2p5/3n4/2B5 w - - 2 48
140660178944;0;4;0;0;134217728;36099204451663872;2048;0;0;0;17592186044416;744;0;8/7p/4k1p1/p2p1P2/1p1K2PP/2p5/3n4/2B5 b - - 0 48
3221225472;0;4;0;0;134217728;36028973146439680;2048;0;0;0;17592186044416;-759;0;8/7p/4k3/p2p1p2/1p1K2PP/2p5/3n4/2B5 w - - 0 49
277025390592;0;4;0;0;134217728;36028973146439680;2048;0;0;0;17592186044416;940;0;8/7p/4k3/p2p1pP1/1p1K3P/2p5/3n4/2B5 b - - 0 49
824633720832;0;0;0;0;134217728;36028934508511232;4;0;0;0;17592186044416;-750;0;8/7p/4k3/5pPP/pp1K4/2p5/8/2n5 w - - 0 53
70918499991552;0;0;0;0;134217728;36028934508511232;4;0;0;0;17592186044416;920;0;8/7p/4k1P1/5p1P/pp1K4/2p5/8/2n5 b - - 0 53
140737488355328;0;0;0;0;134217728;70506233724928;4;0;0;0;9007199254740992;-914;0;8/5k2/6pP/5p2/pp1K4/2p5/8/2n5 w - - 1 55
0;0;0;0;0;262144;70506199908352;4;0;0;0;140737488355328;-1010;0;8/8/6pk/5p2/p7/2K5/8/2n5 w - - 0 58
268496640;2359296;36;129;8;16;67272588153323520;4611690416473899008;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;-8;1;r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R b KQkq - 3 3
268496640;2359296;36;129;8;16;67272588153323520;39582418599936;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;9;1;r1bqkb1r/pppp1ppp/2n2n2/4p3/4P3/2N2N2/PPPP1PPP/R1BQKB1R w KQkq - 4 4
402712320;2359296;36;129;8;16;67272588153323520;39582418599936;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;6;1;r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 0 4
268494592;2359296;36;129;8;16;67272519568064512;39582418599936;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;4;1;r1bqkb1r/pppp1ppp/2n2n2/8/3pP3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 5
268494592;134479872;36;129;8;16;67272519433846784;39582418599936;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;-8;1;r1bqkb1r/pppp1ppp/2n2n2/8/3NP3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 5
268494592;134479872;36;129;8;16;67272519433846784;39582418599936;288230376185266176;9295429630892703744;576460752303423488;1152921504606846976;12;1;r1bqk2r/pppp1ppp/2n2n2/8/1b1NP3/2N5/PPP2PPP/R1BQKB1R w KQkq - 1 6
268494592;4398046773248;36;129;8;16;67272519433846784;35184372088832;288230376185266176;9295429630892703744;576460752303423488;1152921504606846976;-10;1;r1bqk2r/pppp1ppp/2N2n2/8/1b2P3/2N5/PPP2PPP/R1BQKB1R b KQkq - 0 6
268494592;262144;36;129;8;16;65025117666672640;35184372088832;288230376185266176;9295429630892703744;576460752303423488;1152921504606846976;62;0;r1bqk2r/ppp2ppp/2p2n2/8/1b2P3/2N5/PPP2PPP/R1BQKB1R w KQkq - 0 7
268494592;262144;524292;129;8;16;65025117666672640;35184372088832;288230376185266176;9295429630892703744;576460752303423488;1152921504606846976;-6;1;r1bqk2r/ppp2ppp/2p2n2/8/1b2P3/2NB4/PPP2PPP/R1BQK2R b KQkq - 1 7
268494592;262144;524292;129;8;16;65025117666672640;35184372088832;288230376185266176;2377900603251621888;576460752303423488;4611686018427387904;34;1;r1bq1rk1/ppp2ppp/2p2n2/8/1b2P3/2NB4/PPP2PPP/R1BQK2R w KQ - 2 8
268494592;262144;524292;33;8;64;65025117666672640;35184372088832;288230376185266176;2377900603251621888;576460752303423488;4611686018427387904;-24;1;r1bq1rk1/ppp2ppp/2p2n2/8/1b2P3/2NB4/PPP2PPP/R1BQ1RK1 b - - 3 8
268494592;262144;524292;33;8;64;65025117666672640;35184372088832;288230393331580928;2377900603251621888;576460752303423488;4611686018427387904;56;0;r1bq1rk1/ppp2ppp/2p2n2/2b5/4P3/2NB4/PPP2PPP/R1BQ1RK1 w - - 4 9
268494592;262144;274878431232;33;8;64;65025117666672640;35184372088832;288230393331580928;2377900603251621888;576460752303423488;4611686018427387904;-35;1;r1bq1rk1/ppp2ppp/2p2n2/2b3B1/4P3/2NB4/PPP2PPP/R2Q1RK1 b - - 5 9
268494592;262144;274878431232;33;8;64;29137058136064000;35184372088832;288230393331580928;2377900603251621888;576460752303423488;4611686018427387904;45;1;r1bq1rk1/ppp2pp1/2p2n1p/2b3B1/4P3/2NB4/PPP2PPP/R2Q1RK1 w - - 0 10
268494592;262144;2148007936;33;8;64;29137058136064000;35184372088832;288230393331580928;2377900603251621888;576460752303423488;4611686018427387904;-62;0;r1bq1rk1/ppp2pp1/2p2n1p/2b5/4P2B/2NB4/PPP2PPP/R2Q1RK1 b - - 1 10
268494592;262144;2148007936;33;8;64;29137058136064000;35184372088832;288230393331580928;2377900603251621888;134217728;4611686018427387904;98;0;r1b2rk1/ppp2pp1/2p2n1p/2b5/3qP2B/2NB4/PPP2PPP/R2Q1RK1 w - - 2 11
268494592;262144;2148007936;33;8;128;29137058136064000;35184372088832;288230393331580928;2377900603251621888;134217728;4611686018427387904;-87;0;r1b2rk1/ppp2pp1/2p2n1p/2b5/3qP2B/2NB4/PPP2PPP/R2Q1R1K b - - 3 11
268494592;262144;2148007936;33;8;128;29137058136064000;1073741824;288230393331580928;2377900603251621888;134217728;4611686018427387904;104;0;r1b2rk1/ppp2pp1/2p4p/2b5/3qP1nB/2NB4/PPP2PPP/R2Q1R1K w - - 4 12
276850432;262144;2148007936;33;8;128;29137058136064000;1073741824;288230393331580928;2377900603251621888;134217728;4611686018427387904;-54;0;r1b2rk1/ppp2pp1/2p4p/2b5/3qP1nB/2NB3P/PPP2PP1/R2Q1R1K b - - 0 12
276850432;262144;2148007936;33;8;128;29137058136064000;68719476736;288230393331580928;2377900603251621888;134217728;4611686018427387904;86;0;r1b2rk1/ppp2pp1/2p4p/2b1n3/3qP2B/2NB3P/PPP2PP1/R2Q1R1K w - - 1 13
813713152;262144;2148007936;33;8;128;29137058136064000;68719476736;288230393331580928;2377900603251621888;134217728;4611686018427387904;-55;0;r1b2rk1/ppp2pp1/2p4p/2b1n3/3qPP1B/2NB3P/PPP3P1/R2Q1R1K b - - 0 13
813713152;262144;2148007936;33;8;128;29137058136064000;67108864;288230393331580928;2377900603251621888;134217728;4611686018427387904;332;0;r1b2rk1/ppp2pp1/2p4p/2b5/2nqPP1B/2NB3P/PPP3P1/R2Q1R1K w - - 1 14
813713152;262144;532480;33;8;128;29137058136064000;67108864;288230393331580928;2377900603251621888;134217728;4611686018427387904;-210;0;r1b2rk1/ppp2pp1/2p4p/2b5/2nqPP2/2NB3P/PPP2BP1/R2Q1R1K b - - 2 14
813713152;262144;532480;33;8;128;29137058136064000;1048576;288230393331580928;2377900603251621888;134217728;4611686018427387904;477;0;r1b2rk1/ppp2pp1/2p4p/2b5/3qPP2/2NBn2P/PPP2BP1/R2Q1R1K w - - 3 15
813713152;262144;532480;33;2097152;128;29137058136064000;1048576;288230393331580928;2377900603251621888;134217728;4611686018427387904;-441;0;r1b2rk1/ppp2pp1/2p4p/2b5/3qPP2/2NBnQ1P/PPP2BP1/R4R1K b - - 4 15
813713152;262144;532480;33;2097152;128;29137058136064000;1048576;288230393331580928;2377900603251621888;33554432;4611686018427387904;517;0;r1b2rk1/ppp2pp1/2p4p/2b5/1q2PP2/2NBnQ1P/PPP2BP1/R4R1K w - - 5 16
813713152;262144;1572864;33;2097152;128;29137058136064000;0;288230393331580928;2377900603251621888;33554432;4611686018427387904;-495;0;r1b2rk1/ppp2pp1/2p4p/2b5/1q2PP2/2NBBQ1P/PPP3P1/R4R1K b - - 0 16
813713152;262144;524288;33;2097152;128;29137058136064000;0;288230376152760320;2377900603251621888;33554432;4611686018427387904;513;0;r1b2rk1/ppp2pp1/2p4p/8/1q2PP2/2NBbQ1P/PPP3P1/R4R1K w - - 0 17
813713152;262144;524288;33;1048576;128;29137058136064000;0;288230376151711744;2377900603251621888;33554432;4611686018427387904;-491;0;r1b2rk1/ppp2pp1/2p4p/8/1q2PP2/2NBQ2P/PPP3P1/R4R1K b - - 0 17
813712640;262144;524288;33;1048576;128;29137058136064000;0;288230376151711744;2377900603251621888;512;4611686018427387904;503;0;r1b2rk1/ppp2pp1/2p4p/8/4PP2/2NBQ2P/PqP3P1/R4R1K w - - 0 18
69264753920;262144;524288;33;1048576;128;29137058136064000;0;288230376151711744;2377900603251621888;512;4611686018427387904;-484;0;r1b2rk1/ppp2pp1/2p4p/4P3/5P2/2NBQ2P/PqP3P1/R4R1K b - - 0 18
69264753920;262144;524288;33;1048576;128;20129996320276480;0;288230376151711744;2377900603251621888;512;4611686018427387904;543;0;r1b2rk1/ppp3p1/2p4p/4Pp2/5P2/2NBQ2P/PqP3P1/R4R1K w - f6 0 19
35184917366016;262144;524288;33;1048576;128;20129858881323008;0;288230376151711744;2377900603251621888;512;4611686018427387904;-494;0;r1b2rk1/ppp3p1/2p2P1p/8/5P2/2NBQ2P/PqP3P1/R4R1K b - - 0 19
545277184;262144;524288;33;1048576;128;20129858881323008;0;288230376151711744;72092778410016768;512;4611686018427387904;591;0;r1b3k1/ppp3p1/2p2r1p/8/5P2/2NBQ2P/PqP3P1/R4R1K w - - 0 20
545277184;262144;524288;33;1152921504606846976;128;20129858881323008;0;288230376151711744;72092778410016768;512;4611686018427387904;-598;0;r1b1Q1k1/ppp3p1/2p2r1p/8/5P2/2NB3P/PqP3P1/R4R1K b - - 1 20
545277184;262144;524288;33;1152921504606846976;128;20129858881323008;0;288230376151711744;2377900603251621888;512;4611686018427387904;631;0;r1b1Qrk1/ppp3p1/2p4p/8/5P2/2NB3P/PqP3P1/R4R1K w - - 2 21
545277184;262144;67108864;33;1152921504606846976;128;20129858881323008;0;288230376151711744;2377900603251621888;512;4611686018427387904;-611;0;r1b1Qrk1/ppp3p1/2p4p/8/2B2P2/2N4P/PqP3P1/R4R1K b - - 3 21
268496640;2097154;36;129;8;16;70650236334243840;4611690416473899008;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;27;1;r1bqkbnr/pp1ppppp/2n5/2p5/4P3/5N2/PPPP1PPP/RNBQKB1R w KQkq - 2 3
402712320;2097154;36;129;8;16;70650236334243840;4611690416473899008;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;-24;1;r1bqkbnr/pp1ppppp/2n5/2p5/3PP3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 3
268494592;2097154;36;129;8;16;70650219288592384;4611690416473899008;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;34;1;r1bqkbnr/pp1ppppp/2n5/8/3pP3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4
268494592;134217730;36;129;8;16;70650219154374656;4611690416473899008;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;-23;1;r1bqkbnr/pp1ppppp/2n5/8/3NP3/8/PPP2PPP/RNBQKB1R b KQkq - 0 4
268494592;134217730;36;129;8;16;66146688246480896;4611690416473899008;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;48;1;r1bqkbnr/pp1p1ppp/2n5/4p3/3NP3/8/PPP2PPP/RNBQKB1R w KQkq - 0 5
268494592;8589934594;36;129;8;16;66146688246480896;4611690416473899008;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;-51;0;r1bqkbnr/pp1p1ppp/2n5/1N2p3/4P3/8/PPP2PPP/RNBQKB1R b KQkq - 1 5
268494592;8589934594;36;129;8;16;63903684525817856;4611690416473899008;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;55;0;r1bqkbnr/pp3ppp/2np4/1N2p3/4P3/8/PPP2PPP/RNBQKB1R w KQkq - 0 6
335602432;8589934594;36;129;8;16;63903684525817856;4611690416473899008;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;-47;1;r1bqkbnr/pp3ppp/2np4/1N2p3/2P1P3/8/PP3PPP/RNBQKB1R b KQkq - 0 6
335602432;8589934594;36;129;8;16;63623309060734976;4611690416473899008;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;51;0;r1bqkbnr/1p3ppp/p1np4/1N2p3/2P1P3/8/PP3PPP/RNBQKB1R w KQkq - 0 7
335602432;262146;36;129;8;16;63623309060734976;4611690416473899008;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;-46;1;r1bqkbnr/1p3ppp/p1np4/4p3/2P1P3/2N5/PP3PPP/RNBQKB1R b KQkq - 1 7
335602432;262146;36;129;8;16;63623309060734976;39582418599936;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;50;1;r1bqkb1r/1p3ppp/p1np1n2/4p3/2P1P3/2N5/PP3PPP/RNBQKB1R w KQkq - 2 8
335602432;262146;524292;129;8;16;63623309060734976;39582418599936;2594073385365405696;9295429630892703744;576460752303423488;1152921504606846976;-34;1;r1bqkb1r/1p3ppp/p1np1n2/4p3/2P1P3/2NB4/PP3PPP/RNBQK2R b KQkq - 3 8
335602432;262146;524292;129;8;16;63623309060734976;39582418599936;292733975779082240;9295429630892703744;576460752303423488;1152921504606846976;41;1;r1bqk2r/1p2bppp/p1np1n2/4p3/2P1P3/2NB4/PP3PPP/RNBQK2R w KQkq - 4 9
335602432;262146;524292;33;8;64;63623309060734976;39582418599936;292733975779082240;9295429630892703744;576460752303423488;1152921504606846976;-39;1;r1bqk2r/1p2bppp/p1np1n2/4p3/2P1P3/2NB4/PP3PPP/RNBQ1RK1 b kq - 5 9
335602432;262146;524292;33;8;64;63623309060734976;39582418599936;292733975779082240;2377900603251621888;576460752303423488;4611686018427387904;44;1;r1bq1rk1/1p2bppp/p1np1n2/4p3/2P1P3/2NB4/PP3PPP/RNBQ1RK1 w - - 6 10
335602432;34359738370;524292;33;8;64;63623309060734976;39582418599936;292733975779082240;2377900603251621888;576460752303423488;4611686018427387904;-24;1;r1bq1rk1/1p2bppp/p1np1n2/3Np3/2P1P3/3B4/PP3PPP/RNBQ1RK1 b - - 7 10
335602432;2;524292;33;8;64;63623309060734976;4432406249472;292733975779082240;2377900603251621888;576460752303423488;4611686018427387904;23;1;r1bq1rk1/1p2bppp/p1np4/3np3/2P1P3/3B4/PP3PPP/RNBQ1RK1 w - - 0 11
34628231936;2;524292;33;8;64;63623309060734976;4398046511104;292733975779082240;2377900603251621888;576460752303423488;4611686018427387904;-19;1;r1bq1rk1/1p2bppp/p1np4/3Pp3/4P3/3B4/PP3PPP/RNBQ1RK1 b - - 0 11
34628231936;2;524292;33;8;64;63623309060734976;134217728;292733975779082240;2377900603251621888;576460752303423488;4611686018427387904;44;1;r1bq1rk1/1p2bppp/p2p4/3Pp3/3nP3/3B4/PP3PPP/RNBQ1RK1 w - - 1 12
34645008896;2;524292;33;8;64;63623309060734976;134217728;292733975779082240;2377900603251621888;576460752303423488;4611686018427387904;-12;1;r1bq1rk1/1p2bppp/p2p4/3Pp3/P2nP3/3B4/1P3PPP/RNBQ1RK1 b - - 0 12
34645008896;2;524292;33;8;64;54616247244947456;134217728;292733975779082240;2377900603251621888;576460752303423488;4611686018427387904;10;1;r1bq1rk1/1p2b1pp/p2p4/3Ppp2/P2nP3/3B4/1P3PPP/RNBQ1RK1 w - - 0 13
34647097856;2;524292;33;8;64;54616247244947456;134217728;292733975779082240;2377900603251621888;576460752303423488;4611686018427387904;129;0;r1bq1rk1/1p2b1pp/p2p4/3Ppp2/P2nP3/3B1P2/1P4PP/RNBQ1RK1 b - - 0 13
34647097856;2;524292;33;8;64;54616247244947456;134217728;288230651029618688;2377900603251621888;576460752303423488;4611686018427387904;-26;1;r1bq1rk1/1p4pp/p2p4/3Pppb1/P2nP3/3B1P2/1P4PP/RNBQ1RK1 w - - 1 14
34647097856;65536;524292;33;8;64;54616247244947456;134217728;288230651029618688;2377900603251621888;576460752303423488;4611686018427387904;92;0;r1bq1rk1/1p4pp/p2p4/3Pppb1/P2nP3/N2B1P2/1P4PP/R1BQ1RK1 b - - 2 14
34647097856;65536;524288;33;8;64;54616247244947456;134217728;288230376151711748;2377900603251621888;576460752303423488;4611686018427387904;-74;0;r1bq1rk1/1p4pp/p2p4/3Ppp2/P2nP3/N2B1P2/1P4PP/R1bQ1RK1 w - - 0 15
34647097856;65536;524288;36;8;64;54616247244947456;134217728;288230376151711744;2377900603251621888;576460752303423488;4611686018427387904;78;0;r1bq1rk1/1p4pp/p2p4/3Ppp2/P2nP3/N2B1P2/1P4PP/2RQ1RK1 b - - 0 15
34378662400;65536;524288;36;8;64;54616110074429440;134217728;288230376151711744;2377900603251621888;576460752303423488;4611686018427387904;-79;0;r1bq1rk1/1p4pp/p2p4/3Pp3/P2np3/N2B1P2/1P4PP/2RQ1RK1 w - - 0 16
34645000704;65536;524288;36;8;64;54616109805993984;134217728;288230376151711744;2377900603251621888;576460752303423488;4611686018427387904;118;0;r1bq1rk1/1p4pp/p2p4/3Pp3/P2nP3/N2B4/1P4PP/2RQ1RK1 b - - 0 16
34645000704;65536;524288;4;8;64;54616109805993984;134217728;288230376151711744;72057594037927968;576460752303423488;4611686018427387904;-124;0;r1bq2k1/1p4pp/p2p4/3Pp3/P2nP3/N2B4/1P4PP/2RQ1rK1 w - - 0 17
34645000704;65536;524288;4;32;64;54616109805993984;134217728;288230376151711744;72057594037927936;576460752303423488;4611686018427387904;178;0;r1bq2k1/1p4pp/p2p4/3Pp3/P2nP3/N2B4/1P4PP/2R2QK1 b - - 0 17
34645000704;65536;524288;4;32;64;54616109805993984;134217728;2251799813685248;72057594037927936;576460752303423488;4611686018427387904;-170;0;r2q2k1/1p1b2pp/p2p4/3Pp3/P2nP3/N2B4/1P4PP/2R2QK1 w - - 1 18
34645000704;65536;524288;4;8;64;54616109805993984;134217728;2251799813685248;72057594037927936;576460752303423488;4611686018427387904;225;0;r2q2k1/1p1b2pp/p2p4/3Pp3/P2nP3/N2B4/1P4PP/2RQ2K1 b - - 2 18
34645000704;65536;524288;4;8;64;54616109805993984;134217728;2251799813685248;72057594037927936;274877906944;4611686018427387904;-217;0;r5k1/1p1b2pp/p2p4/3Pp1q1/P2nP3/N2B4/1P4PP/2RQ2K1 w - - 3 19
34645000704;67108864;524288;4;8;64;54616109805993984;134217728;2251799813685248;72057594037927936;274877906944;4611686018427387904;419;0;r5k1/1p1b2pp/p2p4/3Pp1q1/P1NnP3/3B4/1P4PP/2RQ2K1 b - - 4 19
